,Unnamed: 0,NODE,FIRSTEVENTSUMMARY,CLASS,Action Taken
219,219,bochum,OSS - Application recovery failed. Review recovery script. - Instance=Mon-RecoveryPN0 - Log = /opt/BMC/PATROL/RECOVERY/logs/recovery.log,E-Commerce.BMC (10005),Raise P4 case and drop mail to BMC Patrol team
220,220,cnmlw-bl460cg7-25~OSS_BMC,OSS - Application recovery failed. Review recovery script. - Instance=Mon-RecoveryPN0 - Log = /opt/BMC/PATROL/RECOVERY/logs/recovery.log,Direct to Bill.BMC (12056),Raise P4 case and drop mail to BMC Patrol team
221,221,dpdoc-svr-91(dps_wise),OSS - Application recovery failed. Review recovery script. :: - Search string = ''ERROR:'' - Log name= recovery.log,BMC (7503),Raise P4 case and drop mail to BMC Patrol team
222,222,dpdoc2-svr-219(dps_catforth),OSS - Application recovery failed. Review recovery script. :: - Search string = ''ERROR:'' - Log name= recovery.log,O2 SMS.BMC (7567),Raise P4 case and drop mail to BMC Patrol team
223,223,dppr2-svr-418(dps_corbett),OSS - Application recovery failed. Review recovery script. :: - Search string = ''ERROR:'' - Log name= recovery.log,BMC (7503),Raise P4 case and drop mail to BMC Patrol team
224,224,dppr2-svr-419(dps_morcombe),OSS - Application recovery failed. Review recovery script. :: - Search string = ''ERROR:'' - Log name= recovery.log,BMC (7503),Raise P4 case and drop mail to BMC Patrol team
225,225,dppr2-svr-806(dps_marple),OSS - Application recovery failed. Review recovery script. :: - Search = ''ERROR:'' - Log=/opt/BMC/PATROL/RECOVERY/logs/recovery.log - MatchString = 10:39:54 [patrol 1144 v2.24] ERROR: dcm recovery failed -CR-,O2 SMS.BMC (7567),Raise P4 case and drop mail to BMC Patrol team
226,226,dppr2-svr-931(dps_zinger-ld),OSS - Application recovery failed. Review recovery script. :: - Search = ''ERROR:'' - Log=/opt/BMC/PATROL/RECOVERY/logs/recovery.log - MatchString = 23:25:33 [root 966 v2.24] ERROR: ProcDown_automountd recovery failed -CR-23:25:33 [root 966 v2.24] ERROR: ProcDown_lockd recovery failed -CR-23:25:34 [root 966 v2.24] ERROR: automountd recovery failed -CR-23:25:35 [root 966 v2.24] ERROR: lockd recovery failed -CR-23:25:39 [root 966 v2.24] ERROR: utmpd recovery failed -CR-,BMC (7503),Raise P4 case and drop mail to BMC Patrol team
227,227,mnbas-esxvm-339,OSS - Application recovery failed. Review recovery script. - Instance=Mon-RecoveryPN0 - Log = /opt/BMC/PATROL/RECOVERY/logs/recovery.log,CMDBSMIP.BMC (12105),Raise P4 case and drop mail to BMC Patrol team
228,228,mnmlw-esxvm-450,OSS - Application recovery failed. Review recovery script. - Instance=Mon-RecoveryPN0 - Log = /opt/BMC/PATROL/RECOVERY/logs/recovery.log,CMDBSMIP.BMC (12105),Raise P4 case and drop mail to BMC Patrol team
229,229,mnmlw-esxvm-453,OSS - Application recovery failed. Review recovery script. - Instance=Mon-RecoveryPN0 - Log = /opt/BMC/PATROL/RECOVERY/logs/recovery.log,CMDBSMIP.BMC (12105),Raise P4 case and drop mail to BMC Patrol team
230,230,mnmlw-esxvm-457,OSS - Application recovery failed. Review recovery script. - Instance=Mon-RecoveryPN0 - Log = /opt/BMC/PATROL/RECOVERY/logs/recovery.log,CMDBSMIP.BMC (12105),Raise P4 case and drop mail to BMC Patrol team
231,231,murcia,OSS - Application recovery failed. Review recovery script. :: - Search = ''ERROR:'' - Log=/opt/BMC/PATROL/RECOVERY/logs/recovery.log - MatchString = 15:26:48 [patrol 1829 v2.24] ERROR: ProcDown_dcm recovery failed -CR-,O2 SMS.BMC (7567),Raise P4 case and drop mail to BMC Patrol team
232,232,rat-ld-e1000g0.london.02.net,OSS - Application recovery failed. Review recovery script. :: - Search string = ''ERROR:'' - Log name= recovery.log,SDP.PL.BMC (7587),Raise P4 case and drop mail to BMC Patrol team
233,233,rimmer-ipmp.london.02.net,OSS - Application recovery failed. Review recovery script. :: - Search = ''ERROR:'' - Log=/opt/BMC/PATROL/RECOVERY/logs/recovery.log - MatchString = 23:28:30 [root 1361 v2.24] ERROR: ProcDown_autofs recovery failed -CR-23:28:30 [root 1361 v2.24] ERROR: ProcDown_automountd recovery failed -CR-23:28:31 [root 1361 v2.24] ERROR: ProcDown_lockd recovery failed -CR-23:28:32 [root 1361 v2.24] ERROR: autofs recovery failed -CR-23:28:32 [root 1361 v2.24] ERROR: automountd recovery failed -CR-,BMC (7503),Raise P4 case and drop mail to BMC Patrol team
234,234,stubbins,OSS - Application recovery failed. Review recovery script. :: - Search = ''ERROR:'' - Log=/opt/BMC/PATROL/RECOVERY/logs/recovery.log - MatchString = 05:25:48 [patrol 1826 v2.24] ERROR: dcm recovery failed -CR-,O2 SMS.BMC (7567),Raise P4 case and drop mail to BMC Patrol team
235,235,,OSS - Application recovery failed. Review recovery script. :: - Search = ''ERROR:'' - Log=/opt/BMC/PATROL/RECOVERY/logs/recovery.log - MatchString = 23:37:54 [patrol 1810 v2.24] ERROR: dcm recovery failed -CR-,O2 SMS.BMC (7567),Raise P4 case and drop mail to BMC Patrol team
236,236,varnish1,OSS - Application recovery failed. Review recovery script. - Instance=Mon-RecoveryPN0 - Log = /opt/BMC/PATROL/RECOVERY/logs/recovery.log,BMC (7503),Raise P4 case and drop mail to BMC Patrol team
237,237,,OSS - Application recovery failed. Review recovery script. :: - Search = ''ERROR:'' - Log=/opt/BMC/PATROL/RECOVERY/logs/recovery.log - MatchString = Id=id1 -CR-23:40:24 [patrol 3428 v2.24] ERROR: PatrolAgent3181 recovery failed -CR----------- -CR- -CR-,BMC (7503),Raise P4 case and drop mail to BMC Patrol team
238,238,varnish2,OSS - Application recovery failed. Review recovery script. - Instance=Mon-RecoveryPN0 - Log = /opt/BMC/PATROL/RECOVERY/logs/recovery.log,BMC (7503),Raise P4 case and drop mail to BMC Patrol team
239,239,,OSS - Application recovery failed. Review recovery script. :: - Search = ''ERROR:'' - Log=/opt/BMC/PATROL/RECOVERY/logs/recovery.log - MatchString = Id=id1 -CR-05:02:56 [patrol 2762 v2.24] ERROR: PatrolAgent3181 recovery failed -CR----------- -CR- -CR-Id=id1 -CR-,BMC (7503),Raise P4 case and drop mail to BMC Patrol team
240,240,ajax,PatrolAgent process on server ajax cannot be contacted on port 3181. This could mean that the server is no longer being monitored. Please request Unix 24x7 to check that the PatrolAgent is running on the server and if not start it. See Help Screens,BB SupportSoft.BMC (7559),Raise case to BMC Patrol team and drop mail
241,241,axminster-ipmp.london.02.net,PatrolAgent process on server axminster cannot be contacted on port 3181. This could mean that the server is no longer being monitored. Please request Unix 24x7 to check that the PatrolAgent is running on the server and if not start it. See Help Screens,BMC_InfraPR.BMC (10003),Raise case to BMC Patrol team and drop mail
242,242,,PatrolAgent process on server axminster cannot be contacted on port 3311. This could mean that the server is no longer being monitored. Please request Unix 24x7 to check that the PatrolAgent is running on the server and if not start it. See Help Screens,BMC_InfraPR.BMC (10003),Raise case to BMC Patrol team and drop mail
243,243,,PatrolAgent process on server axminster cannot be contacted on port 3312. This could mean that the server is no longer being monitored. Please request Unix 24x7 to check that the PatrolAgent is running on the server and if not start it. See Help Screens,BMC_InfraPR.BMC (10003),Raise case to BMC Patrol team and drop mail
244,244,barker,PatrolAgent process on server barker cannot be contacted on port 3181. This could mean that the server is no longer being monitored. Please request Unix 24x7 to check that the PatrolAgent is running on the server and if not start it. See Help Screens,BMC (7503),Raise case to BMC Patrol team and drop mail
245,245,beijing,PatrolAgent process on server beijing cannot be contacted on port 3181. This could mean that the server is no longer being monitored. Please request Unix 24x7 to check that the PatrolAgent is running on the server and if not start it. See Help Screens,E-ADC Proxy.BMC (7573),Raise case to BMC Patrol team and drop mail
246,246,bremen-ld,PatrolAgent process on server bremen-ld cannot be contacted on port 3181. This could mean that the server is no longer being monitored. Please request Unix 24x7 to check that the PatrolAgent is running on the server and if not start it. See Help Screens,E-Commerce.BMC (10005),Raise case to BMC Patrol team and drop mail
247,247,canopus-ipmp.london.02.net,PatrolAgent process on server canopus cannot be contacted on port 3181. This could mean that the server is no longer being monitored. Please request Unix 24x7 to check that the PatrolAgent is running on the server and if not start it. See Help Screens,BB SupportSoft.BMC (7559),Raise case to BMC Patrol team and drop mail
248,248,cnbas-ldom-135,PatrolAgent process on server cnbas-ldom-135 cannot be contacted on port 3181. This could mean that the server is no longer being monitored. Please request Unix 24x7 to check that the PatrolAgent is running on the server and if not start it. See Help Screens,MARS_ORACLE (13115),Raise case to BMC Patrol team and drop mail
249,249,cnbas-ldom-308,PatrolAgent process on server cnbas-ldom-308 cannot be contacted on port 3181. This could mean that the server is no longer being monitored. Please request Unix 24x7 to check that the PatrolAgent is running on the server and if not start it. See Help Screens,FILENET.BMC (12013),Raise case to BMC Patrol team and drop mail
250,250,cnmlw-ldom-286,PatrolAgent process on server cnmlw-ldom-286 cannot be contacted on port 3181. This could mean that the server is no longer being monitored. Please request Unix 24x7 to check that the PatrolAgent is running on the server and if not start it. See Help Screens,SMIP_CLARITY.BMC (12168),Raise case to BMC Patrol team and drop mail
251,251,cornelius,PatrolAgent process on server cornelius cannot be contacted on port 3181. This could mean that the server is no longer being monitored. Please request Unix 24x7 to check that the PatrolAgent is running on the server and if not start it. See Help Screens,DNS_NEW.BMC (12003),Raise case to BMC Patrol team and drop mail
252,252,dmbas-esxvm-182,PatrolAgent process on server dmbas-esxvm-182 cannot be contacted on port 3181. This could mean that the server is no longer being monitored. Please request Unix 24x7 to check that the PatrolAgent is running on the server and if not start it. See Help Screens,OCI_SANSCREEN.BMC (12113),Raise case to BMC Patrol team and drop mail
253,253,dmbas-esxvm-191,PatrolAgent process on server dmbas-esxvm-191 cannot be contacted on port 3181. This could mean that the server is no longer being monitored. Please request Unix 24x7 to check that the PatrolAgent is running on the server and if not start it. See Help Screens,OCI_SANSCREEN.BMC (12113),Raise case to BMC Patrol team and drop mail
254,254,dmbas-t82-04,PatrolAgent process on server dmbas-t82-04 cannot be contacted on port 3181. This could mean that the server is no longer being monitored. Please request Unix 24x7 to check that the PatrolAgent is running on the server and if not start it. See Help Screens,ITI-Obsolescence.BMC (13110),Raise case to BMC Patrol team and drop mail
255,255,dmmlw-t82-07,PatrolAgent process on server dmmlw-t82-07 cannot be contacted on port 3181. This could mean that the server is no longer being monitored. Please request Unix 24x7 to check that the PatrolAgent is running on the server and if not start it. See Help Screens,ITI-Obsolescence.BMC (13110),Raise case to BMC Patrol team and drop mail
256,256,dpdoc2-svr-216(dps_cottingham),PatrolAgent process on server cottingham cannot be contacted on port 3181. This could mean that the server is no longer being monitored. Please request Unix 24x7 to check that the PatrolAgent is running on the server and if not start it. See Help Screens,O2 SMS.BMC (7567),Raise case to BMC Patrol team and drop mail
257,257,dpdoc2-svr-218(dps_dalton),PatrolAgent process on server dalton cannot be contacted on port 3181. This could mean that the server is no longer being monitored. Please request Unix 24x7 to check that the PatrolAgent is running on the server and if not start it. See Help Screens,O2 SMS.BMC (7567),Raise case to BMC Patrol team and drop mail
258,258,dpdoc2-svr-219(dps_catforth),PatrolAgent process on server catforth cannot be contacted on port 3181. This could mean that the server is no longer being monitored. Please request Unix 24x7 to check that the PatrolAgent is running on the server and if not start it. See Help Screens,O2 SMS.BMC (7567),Raise case to BMC Patrol team and drop mail
259,259,dpdoc2-svr-231(dps_noonan),PatrolAgent process on server noonan cannot be contacted on port 3181. This could mean that the server is no longer being monitored. Please request Unix 24x7 to check that the PatrolAgent is running on the server and if not start it. See Help Screens,BB SupportSoft.BMC (7559),Raise case to BMC Patrol team and drop mail
260,260,dppr2-svr-566(dps_ogilvy),PatrolAgent process on server ogilvy cannot be contacted on port 3181. This could mean that the server is no longer being monitored. Please request Unix 24x7 to check that the PatrolAgent is running on the server and if not start it. See Help Screens,BMC (7503),Raise case to BMC Patrol team and drop mail
261,261,dppr2-svr-600(dps_yamaha),PatrolAgent process on server yamaha cannot be contacted on port 3181. This could mean that the server is no longer being monitored. Please request Unix 24x7 to check that the PatrolAgent is running on the server and if not start it. See Help Screens,BB SupportSoft.BMC (7559),Raise case to BMC Patrol team and drop mail
262,262,dppr2-svr-726(dps_westland-ld),PatrolAgent process on server westland-ld cannot be contacted on port 3181. This could mean that the server is no longer being monitored. Please request Unix 24x7 to check that the PatrolAgent is running on the server and if not start it. See Help Screens,O2 SMS.BMC (7567),Raise case to BMC Patrol team and drop mail
